label,origin_pred,pred_eps=4.0
26,26,45
92,92,54
47,79,79
84,5,5
29,29,15
51,51,70
44,78,78
45,45,9
60,60,60
34,34,34
97,97,64
1,91,91
93,72,72
97,97,38
19,51,51
19,65,65
92,62,62
69,38,38
65,55,55
95,95,95
78,4,4
5,25,25
34,34,50
76,76,49
25,65,65
50,32,32
30,30,30
69,69,23
59,59,52
34,34,74
77,80,80
46,98,98
66,66,66
31,31,31
73,30,30
87,16,16
90,90,72
18,18,18
6,97,97
38,38,97
81,81,90
25,25,5
81,90,90
64,50,50
70,83,83
37,37,17
76,76,76
31,19,19
0,0,0
90,81,81
32,1,1
5,5,5
56,37,37
41,41,41
80,93,40
5,20,20
52,59,59
51,66,66
25,25,25
20,20,98
61,61,22
98,98,55
20,20,20
32,32,67
35,98,98
5,90,90
72,79,79
61,61,61
43,43,43
58,58,58
36,36,43
99,99,99
60,60,60
70,70,92
38,57,61
59,59,96
26,72,72
56,56,56
78,44,44
83,83,83
23,23,23
52,52,59
32,32,72
54,54,92
33,33,38
61,61,10
49,21,21
53,53,83
15,15,15
50,50,36
3,3,31
12,12,69
86,86,14
55,66,66
58,58,58
5,5,12
30,95,95
26,44,44
10,0,0
0,10,10
11,11,2
9,86,86
33,87,87
53,53,53
33,83,83
94,94,94
46,46,73
99,39,39
34,34,36
1,1,53
17,49,49
63,63,80
69,69,69
66,66,66
37,37,32
67,67,67
40,40,94
93,67,67
24,24,24
82,10,10
23,23,67
30,30,73
66,66,66
30,67,67
11,11,35
11,11,35
94,94,94
88,88,29
37,31,31
29,29,34
46,46,35
95,95,95
54,54,54
41,41,41
6,6,6
19,19,3
22,22,10
3,19,92
32,32,51
55,15,15
53,53,53
72,21,21
33,33,6
20,20,20
63,63,63
12,12,76
64,64,86
23,23,31
22,10,10
75,75,85
8,77,77
33,33,96
66,66,66
55,80,80
72,72,27
73,91,91
84,45,45
13,81,81
96,96,59
65,38,38
22,22,78
0,0,0
19,19,41
80,64,64
23,23,23
85,85,37
68,68,71
86,16,16
37,37,37
81,90,90
35,11,11
98,10,10
8,8,17
23,23,71
76,76,76
74,74,55
89,89,85
60,60,60
69,69,69
96,85,90
32,32,67
29,29,29
64,38,38
9,9,9
16,16,16
0,0,57
74,65,65
17,17,37
54,51,51
62,62,62
6,72,77
34,34,34
65,14,14
8,85,85
46,72,72
67,67,73
53,53,53
23,23,85
78,78,48
61,61,22
26,26,19
64,63,63
25,25,87
70,70,70
96,47,47
67,93,93
22,86,86
45,93,93
65,37,37
96,96,27
79,79,79
23,23,71
76,76,76
26,45,56
57,39,39
16,94,94
64,64,27
34,34,29
82,82,82
66,66,66
83,83,9
72,72,27
71,71,23
9,9,94
60,60,68
35,36,36
43,43,43
29,29,31
93,27,27
58,58,41
94,94,9
5,25,25
83,83,83
92,62,62
26,26,93
39,39,71
86,86,86
93,75,75
16,16,16
85,85,85
27,27,38
76,76,51
89,90,90
42,42,89
18,18,9
14,14,6
4,3,3
73,73,67
71,23,23
20,20,20
20,29,29
16,16,84
51,51,51
88,88,22
5,5,85
25,10,10
64,55,55
59,12,12
77,77,93
22,22,22
3,55,55
68,60,60
28,28,67
44,44,27
13,13,13
73,73,73
98,2,2
52,52,47
44,27,77
99,86,86
17,17,76
31,19,19
50,50,74
87,87,87
44,44,99
85,85,85
58,58,58
57,57,57
45,45,45
28,94,94
5,5,84
11,11,2
81,81,87
46,32,65
67,30,30
96,47,47
69,69,71
19,45,45
55,72,72
75,75,75
31,31,21
97,97,30
66,43,43
51,61,61
71,49,49
29,50,50
4,63,63
89,89,85
99,44,44
67,45,45
39,39,39
52,52,47
59,59,96
12,12,25
96,96,67
16,45,45
36,36,50
64,64,72
27,59,59
81,13,13
37,37,81
11,46,46
85,85,85
50,97,97
35,80,80
78,78,78
6,54,54
72,67,67
70,54,54
74,7,7
42,42,6
0,0,0
41,41,41
39,39,63
87,22,22
80,27,27
44,91,91
47,52,52
95,95,95
10,10,2
21,21,46
63,63,63
55,72,72
69,12,12
20,20,20
85,85,58
78,89,89
23,31,31
13,13,13
92,92,33
98,98,11
84,84,84
75,75,75
10,10,20
4,4,35
52,52,52
55,55,74
61,61,22
89,89,6
57,57,10
50,26,26
42,43,43
40,42,42
91,91,73
88,43,43
73,50,50
49,29,29
20,20,20
2,35,35
16,16,16
26,48,48
91,91,91
88,88,94
85,85,89
28,28,28
27,27,4
83,83,92
54,54,54
65,25,94
71,71,40
77,57,57
13,13,58
56,56,47
76,76,17
37,37,17
3,64,64
72,72,3
63,63,80
46,46,3
75,75,75
90,90,90
26,26,26
60,60,82
49,49,49
50,50,50
15,17,17
2,11,11
78,78,78
94,94,94
86,86,9
25,25,84
11,11,2
13,90,89
4,4,72
40,41,41
47,59,59
44,44,27
90,90,68
95,95,95
78,18,18
7,7,79
78,26,26
39,39,22
40,40,79
69,76,76
72,72,55
64,38,38
47,47,96
60,60,12
78,22,22
36,36,36
75,75,75
36,36,36
82,82,82
88,88,43
38,44,44
36,36,36
81,89,89
72,72,80
50,65,65
2,65,65
52,52,96
68,68,68
44,99,99
6,6,82
53,53,53
56,56,71
32,65,69
46,46,51
34,34,34
83,57,57
74,3,3
19,19,3
43,43,36
77,77,80
87,87,94
26,26,45
63,15,15
5,60,60
79,82,82
85,89,89
38,38,42
80,3,3
59,59,59
5,5,36
73,95,95
32,32,32
15,15,19
24,24,24
93,4,4
2,35,35
88,88,66
49,49,49
11,2,2
38,31,31
62,62,62
7,7,7
6,6,6
61,61,61
27,27,25
5,5,20
41,41,41
37,25,25
10,84,84
43,43,15
69,23,23
21,21,21
73,73,95
68,68,12
88,88,97
10,16,16
65,36,36
4,66,97
47,96,96
59,59,59
20,20,20
35,45,45
2,48,48
88,88,88
83,83,45
72,72,10
4,27,49
3,50,50
60,60,60
82,82,59
61,61,22
68,68,68
92,92,82
22,83,83
84,84,5
87,87,87
32,67,67
91,91,5
38,38,27
36,36,36
9,9,9
63,63,65
57,83,83
50,74,74
97,31,3
27,42,42
34,34,30
69,40,26
1,67,67
82,82,62
13,13,37
84,28,28
15,15,15
97,97,66
22,22,26
27,33,33
18,18,55
79,79,18
98,98,46
74,21,21
97,97,38
13,81,59
78,78,63
88,96,96
98,35,35
78,77,24
5,20,20
4,4,50
17,17,17
60,60,60
44,44,38
69,27,27
53,53,53
37,37,37
82,82,82
44,44,44
3,3,21
24,24,7
27,27,90
6,6,45
38,38,72
35,46,46
21,21,21
0,0,0
16,65,65
84,84,84
11,11,35
41,66,66
98,57,57
89,89,89
99,91,91
31,31,31
46,46,35
68,68,68
47,47,47
47,96,96
11,35,35
95,95,95
70,92,92
23,23,71
58,58,58
50,88,88
27,27,44
8,8,78
47,52,52
27,55,55
3,3,29
68,68,68
53,53,62
34,35,35
68,68,68
96,96,49
53,16,16
19,19,57
70,70,92
21,21,35
90,89,89
11,2,2
21,3,3
4,42,42
1,1,36
53,53,53
29,29,34
93,93,29
14,14,38
91,91,91
71,71,76
88,88,97
98,35,35
89,89,17
27,74,74
71,71,71
64,64,97
94,94,94
61,61,32
20,5,5
83,83,83
3,31,31
38,63,63
99,99,99
5,5,87
11,11,2
84,51,51
88,98,98
6,24,24
67,67,67
5,25,25
31,31,21
65,66,66
59,96,96
30,30,30
97,97,97
64,35,35
46,11,11
22,22,22
51,51,10
25,25,84
18,44,27
78,78,26
56,59,59
88,19,19
24,24,7
5,5,20
22,22,86
15,15,85
67,99,99
15,15,15
2,2,9
60,71,71
41,41,41
11,35,35
70,70,92
76,76,17
81,19,19
89,89,19
24,20,20
30,73,73
50,50,4
0,0,0
75,75,75
63,65,65
9,9,35
36,36,43
20,20,20
7,26,40
74,64,64
24,24,24
73,73,69
32,67,67
35,35,98
82,82,10
87,87,87
31,31,31
14,14,18
73,73,23
47,96,96
65,61,61
77,80,80
51,97,97
61,61,22
30,95,95
32,46,46
66,66,64
29,29,29
97,97,42
16,16,86
0,0,0
82,82,1
43,78,99
23,73,73
89,89,13
9,9,44
16,16,16
68,68,68
2,2,35
45,71,71
44,78,78
23,71,71
38,38,91
56,40,69
40,40,40
35,35,98
73,73,75
0,0,0
88,88,11
23,23,49
7,7,83
42,88,88
77,32,32
9,78,78
35,35,11
96,96,33
83,92,92
94,94,16
3,3,46
90,90,90
75,75,66
38,44,44
14,17,17
71,60,60
36,36,43
3,3,42
78,66,66
21,21,21
13,81,81
48,86,86
83,0,0
50,50,74
79,38,38
55,3,3
33,33,33
21,21,21
60,60,60
8,8,8
84,84,79
92,92,54
6,6,88
51,33,33
25,87,87
27,90,90
86,86,86
27,91,91
8,8,55
21,21,3
12,12,37
44,44,27
75,75,66
27,88,88
50,74,74
80,80,43
54,54,62
94,94,94
48,48,89
41,41,41
53,53,53
14,14,40
55,55,4
53,53,36
12,12,81
7,66,38
46,98,98
95,95,95
38,38,32
67,67,73
0,0,0
72,72,55
11,11,2
27,27,78
1,14,14
73,73,67
25,90,90
47,52,52
42,42,23
75,75,27
81,81,83
69,69,73
10,10,21
24,24,18
87,87,40
35,40,40
69,69,9
86,39,39
59,71,71
84,84,10
63,63,31
86,87,10
23,73,64
82,82,82
14,14,14
10,16,46
26,26,55
62,92,92
6,50,50
10,84,84
17,17,17
76,76,18
56,76,76
63,74,74
85,85,58
99,40,40
64,50,50
7,7,24
42,42,34
24,24,24
13,25,25
6,6,63
37,37,81
16,16,16
33,96,96
48,48,48
44,44,33
80,74,74
19,19,41
82,82,82
46,11,11
33,33,29
31,55,55
86,66,66
59,23,23
3,3,21
9,9,9
57,57,57
54,54,28
43,43,51
35,35,2
93,93,27
62,62,62
88,88,88
64,64,50
78,78,39
45,70,70
36,36,80
1,1,10
43,43,42
34,34,1
71,71,25
87,87,3
39,39,12
18,18,9
57,57,38
67,67,73
4,4,31
73,95,95
41,41,41
76,76,98
73,72,72
43,43,42
94,94,94
25,90,90
63,44,44
71,71,71
15,15,85
52,52,47
38,38,27
30,30,91
64,50,50
30,30,73
23,71,71
35,35,2
74,74,50
36,36,36
76,76,76
96,47,47
17,17,37
31,3,3
76,76,76
88,88,37
3,3,4
63,63,64
2,2,46
77,77,24
49,49,96
92,92,70
17,94,94
80,55,55
89,6,6
3,31,31
88,88,88
26,26,77
41,41,41
79,79,18
32,32,95
62,14,14
55,64,64
20,20,5
98,2,2
26,26,26
17,17,17
1,1,1
32,57,39
43,43,3
85,85,15
72,41,41
59,59,52
24,24,24
13,13,81
31,31,3
14,14,51
42,42,66
40,86,86
33,33,99
20,20,20
68,68,68
23,23,28
62,14,14
24,24,24
55,27,27
10,61,61
22,61,61
70,47,47
79,79,65
73,73,73
45,45,44
84,84,25
9,9,9
70,92,92
96,52,52
97,97,66
33,33,49
67,99,99
21,66,66
90,90,81
62,82,82
57,57,72
25,25,25
54,54,54
69,95,95
40,54,6
41,41,86
93,72,4
9,9,9
83,6,6
7,79,40
25,57,57
13,13,58
90,90,85
16,16,84
12,12,39
48,48,48
50,50,43
37,37,37
49,49,49
60,68,68
36,36,34
37,37,68
39,39,33
65,3,3
91,91,91
70,83,83
90,90,90
99,79,79
10,61,61
4,74,74
21,86,86
48,48,48
36,36,36
31,31,42
66,66,66
5,25,25
92,92,26
93,91,91
60,52,52
50,21,21
93,50,50
28,18,18
49,49,76
32,32,2
79,79,79
98,98,35
86,86,86
30,27,27
64,50,50
18,25,25
44,44,45
13,13,58
99,99,99
27,27,4
69,9,9
87,87,87
6,6,26
22,61,78
50,50,50
90,13,13
71,71,95
20,16,16
91,91,18
90,90,31
71,71,71
49,49,76
42,42,17
57,57,57
20,20,20
63,63,65
67,67,72
12,81,81
91,91,91
39,39,78
20,62,62
73,73,91
52,52,59
69,69,69
56,56,56
10,28,28
51,78,78
44,6,6
62,92,92
62,62,92
43,43,3
30,72,72
6,92,92
99,99,61
35,36,36
79,79,44
35,35,2
9,9,9
20,20,67
79,79,69
15,15,17
87,87,87
37,37,85
20,91,91
60,60,60
33,33,33
67,67,3
92,54,54
73,57,57
88,88,34
38,80,80
90,90,90
70,70,48
77,57,57
84,84,37
16,16,28
18,18,32
80,34,34
51,51,70
42,42,66
68,68,68
18,55,55
24,24,41
19,55,55
6,80,80
57,83,45
21,21,66
42,42,27
39,39,39
10,10,21
20,20,20
9,87,87
4,3,3
51,51,77
1,1,1
14,14,14
53,53,53
7,7,79
60,60,33
53,53,53
90,81,81
43,88,88
62,62,62
38,34,34
76,76,76
84,84,84
46,46,11
32,32,89
54,92,92
34,38,38
29,89,89
65,65,36
72,72,77
65,65,38
10,61,61
25,25,81
7,7,83
48,48,41
90,90,81
94,94,94
42,66,66
4,32,32
55,79,28
99,44,44
68,68,37
6,6,82
24,32,32
82,82,82
43,43,42
71,71,49
31,31,29
75,75,99
26,78,78
49,49,23
98,98,35
25,25,20
62,54,54
73,91,91
2,46,46
81,81,90
99,99,99
11,11,11
31,31,3
82,82,82
56,6,6
3,3,43
88,4,4
62,62,92
8,8,8
73,67,67
20,20,84
44,12,12
80,3,3
89,89,58
0,0,53
23,23,71
16,16,16
96,96,59
24,38,38
26,26,29
93,30,30
6,82,40
53,53,53
93,93,27
19,43,43
49,49,23
11,35,35
45,39,94
27,27,25
26,26,75
82,82,6
84,5,5
28,28,10
1,1,1
56,56,88
26,79,79
57,57,57
60,60,60
18,9,9
55,27,27
71,71,23
56,56,56
47,52,52
21,21,21
36,50,59
9,9,5
41,4,4
24,24,24
75,75,75
5,5,25
32,32,90
12,12,71
57,57,57
84,54,54
76,76,76
65,38,38
12,12,71
21,46,46
23,33,33
76,76,76
29,29,29
57,57,0
75,75,75
32,32,32
25,16,16
96,96,52
56,56,59
49,49,49
8,8,8
19,31,31
98,30,30
39,39,39
71,71,71
46,46,51
3,3,55
41,18,18
64,50,50
37,37,17
8,8,79
13,13,25
99,99,78
31,31,21
35,11,11
52,52,96
73,73,5
89,8,8
2,2,11
54,6,6
97,97,11
73,73,30
95,12,12
1,1,1
12,27,27
0,57,57
51,4,4
23,23,60
73,73,30
72,80,80
83,53,53
74,38,38
1,1,1
12,12,12
38,38,97
51,51,33
29,19,19
77,32,32
44,44,26
18,2,35
10,61,61
16,77,77
43,15,15
0,0,0
7,7,24
70,62,62
17,17,17
3,72,72
6,7,7
83,70,70
65,55,3
0,0,0
46,45,45
85,85,85
62,62,62
18,18,59
81,17,17
40,12,59
48,48,48
4,63,63
2,39,39
21,21,35
24,24,7
95,95,95
53,53,53
89,89,58
50,65,97
35,11,11
98,11,11
32,32,57
58,58,58
97,80,80
56,56,59
78,78,98
60,60,71
79,79,7
84,2,2
28,28,28
46,2,2
90,90,90
43,43,34
9,9,16
42,42,88
84,81,81
59,52,52
27,27,4
17,17,37
62,62,92
23,23,71
31,52,52
11,11,11
48,48,8
82,62,62
87,87,87
28,28,65
14,18,18
99,99,99
13,13,81
66,66,44
35,2,77
42,80,80
20,20,20
2,35,35
16,16,16
68,68,12
23,23,99
93,93,29
79,79,18
87,87,87
41,41,41
2,11,11
96,74,74
39,39,39
49,49,59
57,57,2
96,52,52
12,12,12
38,38,69
65,38,27
39,39,39
93,26,26
83,83,57
32,61,61
19,19,46
8,8,8
53,53,53
69,69,69
72,67,67
23,23,23
29,29,29
43,43,15
88,88,29
11,11,35
96,96,33
62,62,62
54,54,54
2,46,46
73,73,73
34,34,34
48,48,8
34,34,34
34,34,88
94,94,94
88,88,78
67,67,49
71,71,71
97,97,38
7,24,24
35,2,2
77,11,11
95,95,73
44,55,55
45,45,20
27,27,78
80,80,44
84,84,9
99,99,99
52,96,96
92,92,70
70,51,51
16,16,16
88,88,42
25,25,92
58,58,81
79,79,18
54,54,92
73,73,73
50,50,61
47,52,52
51,51,57
78,78,52
26,45,45
50,74,74
17,68,68
86,86,40
72,32,32
87,37,37
34,34,89
47,52,52
25,20,20
72,55,55
29,29,29
95,95,72
86,86,94
92,62,62
78,78,79
3,3,21
28,28,40
58,58,58
66,50,50
78,7,7
38,38,51
22,78,78
66,66,66
95,95,95
45,93,93
97,97,80
65,65,91
54,54,92
71,12,12
70,92,92
80,50,50
85,85,85
28,28,40
41,41,41
71,71,60
64,14,14
75,75,64
90,90,81
7,7,7
37,17,17
23,23,23
54,54,28
84,42,42
86,6,6
8,8,48
22,22,22
51,51,25
75,75,74
26,26,26
11,35,35
3,10,10
46,11,2
64,77,77
92,92,0
55,55,80
39,39,78
66,66,37
86,86,86
85,85,29
0,70,70
8,44,44
27,27,32
57,57,53
13,81,81
94,94,94
40,9,9
61,61,22
94,94,94
17,17,25
11,11,46
1,1,27
4,50,65
49,59,59
77,77,25
0,0,0
1,1,93
80,73,73
48,48,48
39,39,39
55,55,73
38,38,31
12,12,12
35,11,11
12,12,9
78,78,14
87,70,70
11,2,2
0,0,0
95,72,67
90,90,90
10,10,1
88,5,5
10,10,28
97,97,97
48,48,58
63,63,63
51,51,29
52,59,59
47,96,96
85,85,27
69,69,69
65,85,85
81,37,37
30,73,73
51,51,51
69,69,69
28,23,23
4,4,55
31,33,33
97,97,97
48,26,26
64,64,63
80,50,50
0,0,0
0,0,0
5,5,36
45,26,26
13,81,81
90,90,12
85,85,89
56,56,90
51,51,55
34,4,4
44,56,56
91,91,91
85,85,85
56,56,56
10,58,58
46,35,35
93,73,73
77,77,77
81,81,81
82,82,82
18,44,44
66,66,74
56,56,96
49,49,76
0,0,57
70,92,90
63,63,63
99,99,18
14,3,3
5,5,20
26,26,45
24,24,77
86,86,39
64,26,26
55,24,24
1,1,93
94,94,94
74,74,74
6,6,6
25,25,25
52,47,47
90,90,81
5,5,84
40,40,40
41,41,41
49,30,30
76,76,76
19,19,15
44,99,49
49,49,49
57,57,57
85,74,74
63,63,72
91,91,91
63,63,63
94,94,94
55,55,72
59,59,59
21,21,21
59,17,17
47,47,47
31,31,65
60,60,60
44,78,78
25,25,89
11,11,28
97,97,72
96,96,52
3,72,72
46,98,98
85,85,59
56,56,59
34,43,43
50,72,72
41,41,41
87,87,2
38,97,97
83,83,83
45,56,31
77,74,74
15,15,92
47,47,96
68,68,68
46,32,32
87,87,58
61,61,22
69,69,76
49,49,49
86,86,86
89,89,34
36,36,36
59,59,59
67,73,73
54,35,35
72,72,72
3,3,92
62,70,26
60,96,96
97,97,66
40,76,76
69,69,69
4,4,32
94,94,84
65,38,38
39,39,39
87,87,71
48,48,48
93,69,69
38,77,77
67,72,95
26,4,4
1,27,27
10,10,87
41,41,89
47,47,47
78,30,30
87,87,94
13,13,13
11,11,35
57,57,57
45,93,93
39,39,96
8,8,8
55,38,38
21,21,98
65,85,85
97,97,16
90,90,60
98,46,46
63,74,74
78,78,26
44,44,42
44,74,7
15,15,57
53,57,57
97,4,4
13,13,81
9,65,65
75,75,75
73,73,73
84,84,97
84,73,73
48,8,8
12,12,8
25,25,37
7,7,29
90,81,81
7,79,79
55,55,63
90,76,76
86,87,87
67,67,67
54,54,54
77,74,74
60,60,60
9,9,16
54,92,92
34,34,43
68,68,12
25,25,10
71,71,71
20,20,20
89,89,90
24,24,26
84,84,5
4,4,55
59,59,47
26,70,70
18,44,44
37,63,63
98,98,98
64,43,43
74,63,63
94,94,94
5,5,25
43,15,56
97,97,84
23,23,30
93,93,67
15,19,19
17,17,17
1,1,1
58,58,13
31,29,29
8,78,78
45,91,91
28,28,28
23,23,23
19,19,19
88,88,86
87,87,25
82,82,82
26,26,25
33,33,96
63,33,33
16,94,94
13,13,37
91,91,29
76,76,76
76,76,76
38,97,97
10,35,35
70,54,54
17,17,17
78,78,21
56,56,82
75,75,75
57,0,0
79,7,7
90,37,37
38,27,27
51,51,0
27,38,38
71,71,71
96,96,96
6,6,45
40,40,40
51,6,6
47,96,96
37,37,12
41,41,41
66,66,78
67,67,73
41,41,89
82,82,82
14,14,41
23,71,71
6,6,6
98,98,46
11,11,54
7,7,7
65,74,74
64,64,74
40,40,0
15,36,36
1,1,1
29,29,29
38,21,21
75,14,14
40,40,22
31,31,15
60,60,60
79,79,26
63,63,93
6,6,6
36,50,50
31,31,15
21,21,21
52,52,96
71,71,71
1,1,45
61,61,10
34,34,97
34,38,38
77,77,80
35,11,11
37,76,76
7,7,97
70,70,70
20,20,87
93,93,34
41,41,25
92,98,98
87,87,86
46,46,36
30,30,95
30,30,27
46,46,28
85,85,85
32,57,57
14,14,14
51,51,51
24,24,24
5,5,5
49,49,49
61,46,46
89,89,81
48,48,48
98,46,46
7,7,44
94,94,94
37,37,81
94,94,94
94,94,87
52,47,47
11,11,35
61,61,61
41,85,85
50,26,26
84,84,33
76,76,95
18,18,55
64,50,50
80,80,4
62,62,62
11,46,46
41,41,41
69,69,69
34,34,38
2,77,77
45,29,29
62,62,32
87,94,94
99,99,55
45,45,45
2,11,11
27,27,27
91,32,32
19,19,55
56,56,37
20,20,20
92,70,70
54,54,62
75,75,75
9,89,89
83,83,57
27,66,66
95,95,95
49,71,71
14,79,18
2,98,98
43,43,43
96,33,33
95,95,93
66,66,72
81,81,31
9,57,57
44,44,90
99,99,78
87,87,81
79,79,79
11,11,21
59,59,37
18,44,44
62,45,45
96,96,52
94,20,20
49,49,49
47,33,33
72,4,4
26,44,44
71,71,23
76,76,76
21,21,3
81,81,81
30,30,55
99,78,78
64,64,36
92,92,83
0,0,0
6,79,79
74,50,50
82,82,82
13,12,12
69,69,69
8,8,8
3,3,3
74,74,50
89,89,34
11,35,35
16,61,61
92,92,62
79,74,74
86,86,86
72,3,3
95,95,67
38,38,66
42,27,27
65,97,97
61,10,10
68,68,68
17,17,17
41,85,85
49,49,33
20,20,20
4,63,63
75,75,41
48,48,92
13,13,58
60,60,60
67,65,65
62,62,92
17,17,17
37,13,13
32,32,65
59,59,96
59,59,76
38,38,65
70,70,92
79,79,31
11,46,46
49,49,91
44,44,44
0,0,0
26,50,50
45,29,27
48,48,48
1,1,1
33,33,96
57,57,83
10,45,45
37,81,81
97,97,66
44,44,44
43,43,4
63,50,50
55,26,84
37,37,13
20,83,83
49,49,23
19,89,89
16,16,81
26,99,99
21,21,3
79,79,79
40,40,40
68,68,68
74,97,97
95,72,72
46,46,11
94,94,94
68,68,12
13,13,81
22,10,10
83,83,14
46,3,3
74,34,34
35,35,2
60,25,87
11,2,2
21,21,21
34,55,74
39,39,39
65,65,50
13,81,81
20,20,20
21,21,43
99,99,6
68,68,68
88,88,42
93,63,63
49,49,23
69,69,69
17,17,17
55,73,73
81,58,58
63,72,72
14,14,4
73,67,67
17,17,37
13,13,90
95,95,95
99,40,40
61,50,66
24,24,24
22,22,87
23,76,76
94,94,94
33,49,49
90,90,72
8,8,48
68,68,71
52,52,47
20,20,20
64,63,63
54,54,92
53,53,53
3,3,66
4,4,74
88,97,97
53,53,36
27,44,44
5,10,10
47,47,96
97,97,66
5,5,25
35,35,2
71,71,71
54,14,14
54,54,54
17,17,17
56,56,56
54,54,92
15,15,15
69,69,69
65,65,38
24,24,24
42,43,43
8,8,8
72,44,44
77,77,77
75,75,7
66,97,97
93,30,30
94,94,94
27,27,91
98,46,46
75,75,66
44,78,78
37,37,85
8,8,8
10,10,61
84,65,65
72,77,77
34,34,38
37,37,12
2,2,11
86,86,86
20,20,20
90,49,49
49,49,96
95,30,30
29,34,34
34,34,34
46,46,9
43,43,3
72,69,69
18,18,44
51,51,37
87,87,87
18,50,64
41,41,14
93,44,44
72,55,55
95,73,73
19,19,15
34,50,50
42,18,18
79,79,19
79,79,79
17,37,37
73,73,67
97,97,38
45,50,50
97,97,38
29,6,6
86,65,65
29,31,31
0,0,0
19,97,97
12,12,86
91,91,27
75,75,91
97,97,64
50,36,36
13,13,81
61,61,0
74,50,50
85,85,81
29,73,73
67,61,61
50,98,98
43,43,42
50,1,93
3,3,63
25,25,25
13,13,13
50,36,36
56,56,59
60,60,60
30,30,18
61,10,10
34,43,43
84,94,94
1,1,1
58,58,41
35,35,98
4,91,91
77,77,93
42,42,43
22,22,26
87,25,25
38,38,97
11,98,98
9,9,9
32,32,35
12,12,17
50,50,36
8,48,48
96,96,96
61,61,61
9,76,76
43,88,88
9,9,9
58,58,58
92,70,70
32,32,46
32,65,65
25,25,84
0,0,0
34,34,3
75,75,93
68,68,12
27,27,73
15,19,65
0,57,57
38,31,31
10,10,10
3,88,88
44,97,97
30,73,67
43,89,89
59,72,72
50,36,65
40,28,28
67,67,32
76,42,42
49,49,96
98,11,11
57,57,57
16,16,16
56,56,56
84,28,28
75,75,75
50,50,36
90,90,13
10,10,10
83,83,16
22,32,10
59,59,52
93,73,73
36,65,16
51,51,25
6,82,18
74,27,2
82,82,82
1,1,62
97,63,63
12,69,69
79,56,56
49,49,96
94,94,94
39,39,4
25,25,87
98,98,46
10,3,3
58,58,58
79,79,79
54,97,80
64,64,97
1,1,11
24,24,24
46,46,46
51,80,80
45,45,11
70,54,54
29,74,74
96,96,37
2,2,45
7,24,24
95,24,24
27,27,18
83,83,83
89,89,89
7,4,4
52,68,68
24,24,7
49,49,76
5,5,84
80,80,80
53,53,57
75,75,3
55,72,72
14,75,75
15,31,31
69,69,76
51,40,42
24,24,24
19,19,31
2,2,2
68,68,68
24,7,7
75,75,72
75,75,75
41,41,41
13,90,90
44,73,75
41,44,44
31,29,29
74,64,64
18,18,18
43,43,43
0,0,0
13,45,45
15,15,31
7,14,14
17,17,49
83,96,96
92,92,54
79,79,18
34,34,34
74,74,27
86,86,86
20,20,20
50,50,36
72,72,55
14,14,14
86,69,69
88,88,84
98,98,11
4,50,24
77,77,79
1,1,1
79,79,18
12,12,12
87,87,87
78,18,18
65,65,36
1,1,1
59,52,52
48,48,41
83,83,83
58,58,58
13,85,85
56,56,96
94,94,94
50,50,67
13,13,58
55,55,66
97,97,97
10,10,14
7,7,7
21,3,19
19,51,51
22,22,22
54,51,51
75,75,75
75,75,75
27,73,73
5,15,15
75,75,75
6,6,82
75,75,75
35,11,11
19,19,84
79,38,38
48,48,48
18,27,27
12,12,71
32,20,20
3,31,31
60,60,60
65,80,80
85,12,12
77,57,57
43,43,36
65,72,72
85,85,85
96,96,47
98,41,41
66,66,66
62,62,53
73,93,93
83,72,72
65,80,80
58,58,58
12,90,90
19,15,15
38,79,79
27,12,12
81,81,81
21,21,21
29,29,29
51,84,44
58,58,58
88,29,29
89,8,8
5,5,12
15,40,40
10,10,0
37,37,37
95,95,73
50,63,63
30,95,95
74,84,84
98,35,35
33,68,68
40,40,40
50,79,15
52,96,96
14,6,6
63,72,72
72,63,63
53,53,53
91,91,91
81,81,81
73,72,72
16,16,94
32,65,75
90,90,27
33,96,96
52,52,47
41,41,41
11,46,46
38,38,34
14,7,7
56,56,56
43,34,34
80,33,33
65,38,38
46,46,46
92,92,92
52,52,52
75,75,75
78,99,99
60,60,60
70,70,70
36,16,16
19,74,27
2,2,46
8,65,32
61,61,10
55,72,72
24,24,24
47,25,25
30,73,73
70,70,54
25,25,5
7,7,11
28,28,20
67,67,72
53,53,53
28,28,28
11,11,2
54,54,54
74,33,33
66,66,38
41,41,41
4,4,4
95,72,72
47,47,47
52,52,96
59,59,33
68,68,37
21,21,16
13,41,41
62,92,92
58,58,58
92,7,7
18,18,83
24,24,24
30,30,95
78,78,99
14,14,85
86,86,86
78,18,18
76,76,66
68,68,68
56,56,31
70,70,32
31,64,64
97,97,97
72,51,51
7,7,6
84,40,40
43,43,50
61,61,61
33,33,68
42,42,29
89,89,89
42,42,42
38,50,50
92,92,0
24,44,44
49,49,90
7,7,7
52,52,59
66,66,66
99,99,99
96,96,4
34,34,4
14,83,83
11,11,35
92,92,92
29,29,29
4,4,4
3,3,4
55,74,74
61,10,10
90,68,68
94,94,94
29,29,47
90,81,81
43,4,4
21,21,21
66,66,66
57,57,57
25,5,5
37,37,17
0,0,10
1,1,1
56,56,76
30,73,73
80,80,80
93,27,27
8,39,39
23,74,50
98,44,44
64,72,72
69,12,12
68,68,68
72,72,30
1,1,51
35,35,11
92,92,54
22,86,86
