label,origin_pred,pred_eps=8.0,pred_eps=4.0
53,53,33,53
73,93,93,93
69,69,40,40
3,3,14,21
35,35,75,11
49,49,33,23
33,33,96,96
73,30,30,30
99,99,63,63
97,97,51,80
89,89,44,13
3,31,31,31
54,54,33,84
90,37,37,37
45,2,2,2
11,11,98,11
1,1,16,1
51,51,92,92
28,28,40,40
79,28,28,28
47,52,52,52
54,54,22,70
83,10,10,53
40,40,10,40
14,18,18,18
26,45,45,45
27,95,95,95
12,12,93,69
42,42,63,34
44,44,27,27
29,29,74,74
59,59,96,96
8,8,12,13
17,17,33,17
56,56,4,59
46,11,11,11
80,80,51,14
1,1,32,1
82,82,96,62
51,33,33,33
34,34,42,14
86,86,22,86
96,49,49,49
86,86,3,86
93,93,33,77
38,97,97,97
20,20,70,20
19,27,27,27
2,11,11,53
20,5,5,5
91,91,1,91
55,78,78,78
65,65,44,65
64,64,19,19
90,90,81,90
70,47,47,47
34,34,88,34
11,11,45,46
55,50,50,50
68,68,34,68
52,59,59,59
6,6,45,14
79,79,36,97
22,22,89,89
22,22,16,16
86,86,40,16
10,10,61,61
1,1,93,93
75,75,77,77
48,41,41,41
5,5,84,5
90,90,63,81
67,77,77,77
99,99,61,99
33,15,15,15
82,82,6,82
76,76,11,46
51,50,50,50
92,62,62,62
65,65,42,80
77,77,51,77
70,70,18,59
12,12,59,12
91,73,73,73
83,83,42,53
95,95,72,14
48,48,8,8
52,47,47,47
30,95,95,95
49,49,30,17
11,11,93,2
3,3,85,85
17,17,93,17
80,33,33,33
94,94,16,94
29,29,77,77
87,87,11,11
49,49,73,49
64,93,93,93
57,57,67,9
42,42,63,34
95,67,67,67
28,28,18,10
16,16,45,16
99,99,51,51
46,46,11,11
31,31,63,21
25,25,24,9
2,2,42,11
95,95,72,30
21,21,72,21
83,53,53,53
59,59,52,52
56,56,79,56
28,28,33,28
17,17,77,59
53,53,51,53
71,71,39,71
7,7,24,7
94,94,42,94
53,53,70,53
89,89,81,87
10,57,57,57
28,28,39,61
7,7,0,0
36,50,50,50
79,33,33,33
53,53,1,53
87,87,33,22
43,43,26,43
76,17,17,17
69,69,40,9
22,65,65,65
17,17,49,49
6,6,83,89
53,53,51,53
68,68,74,90
44,44,7,7
89,89,51,89
15,15,78,38
80,80,3,3
45,45,39,39
95,95,73,30
37,37,10,81
80,66,66,66
28,28,40,28
13,71,71,71
23,23,39,23
52,52,59,52
24,24,7,24
21,21,82,75
55,73,73,91
99,99,39,99
98,29,29,29
21,21,27,21
59,59,73,59
9,7,7,7
81,81,37,37
88,88,80,80
93,93,78,45
61,61,39,61
17,17,33,33
44,44,93,93
49,49,93,31
81,81,33,13
78,78,45,16
94,94,63,94
40,40,74,40
60,60,23,49
80,88,88,88
58,89,89,89
4,4,79,59
88,88,66,66
18,44,44,44
24,44,44,44
36,36,63,36
26,26,18,63
74,74,18,74
88,88,42,88
56,56,27,27
3,3,80,21
65,65,7,65
0,0,83,0
43,43,33,42
22,13,13,13
47,47,11,96
65,30,30,30
22,99,99,99
69,69,33,69
9,9,86,86
78,78,29,45
4,4,26,91
69,69,11,95
46,11,11,11
97,97,36,34
29,29,34,29
18,18,27,25
64,64,63,64
98,98,11,11
65,65,63,63
36,36,63,50
94,94,66,87
84,84,42,43
91,93,93,93
20,20,18,20
36,36,96,84
50,74,74,74
76,76,63,76
29,29,80,80
63,63,7,63
6,6,82,82
30,30,63,55
99,99,67,99
55,78,78,40
21,21,4,4
38,38,93,64
83,83,62,83
67,67,1,73
31,31,15,31
49,49,10,1
39,39,78,39
66,66,64,64
66,66,78,55
53,53,51,53
54,54,70,70
41,41,24,41
36,36,63,50
61,61,22,22
88,88,6,88
30,30,95,95
19,19,33,90
95,95,30,30
41,41,24,41
89,89,8,8
19,19,93,95
46,46,11,46
78,51,51,51
37,37,33,33
31,31,33,3
22,22,61,22
2,2,1,92
78,78,99,99
13,13,72,58
73,67,67,67
51,51,55,55
95,95,30,30
2,2,33,84
38,38,34,34
98,98,78,35
28,28,40,28
18,45,45,45
42,42,55,55
7,7,44,44
88,88,34,34
61,10,10,67
12,12,5,12
8,8,78,48
92,92,14,14
41,41,24,41
33,51,51,51
65,65,27,75
17,17,37,37
51,99,99,18
99,99,82,99
35,11,11,11
67,67,73,67
63,63,74,74
63,63,32,32
9,69,69,69
58,58,45,58
96,96,59,59
77,77,45,26
1,1,42,42
36,36,63,63
53,53,14,53
83,83,98,98
13,13,10,58
98,98,46,46
21,21,7,7
35,11,11,11
39,39,44,39
49,49,27,49
81,81,90,90
35,35,42,2
3,3,93,72
77,77,24,55
89,89,51,89
30,30,95,95
85,85,81,85
59,52,52,52
48,48,26,48
98,35,35,35
38,55,55,55
80,43,43,43
39,39,33,60
82,82,18,28
43,43,42,43
12,12,95,12
21,21,55,55
18,18,75,63
25,20,20,51
5,5,63,20
25,89,89,89
63,63,90,63
78,99,99,99
4,43,43,43
40,40,51,40
29,2,2,16
15,15,66,66
39,67,67,27
49,49,23,23
93,95,95,95
39,39,84,39
77,79,79,79
69,16,16,16
53,53,62,53
64,72,72,72
12,12,73,12
57,57,15,15
5,5,25,5
17,17,27,90
97,97,15,97
37,37,35,17
48,48,89,89
79,79,64,64
5,5,25,5
83,83,93,10
16,16,10,10
41,41,89,89
48,48,26,26
54,54,6,6
79,79,97,65
67,67,33,74
73,73,10,25
0,0,70,57
19,19,15,19
14,14,41,14
29,29,66,66
84,20,20,20
48,48,78,10
36,36,18,36
76,3,3,63
95,95,72,95
20,20,12,20
59,59,52,56
57,57,16,57
67,51,51,51
6,6,26,63
71,71,23,71
21,31,31,31
7,14,14,14
91,91,44,40
92,92,70,70
87,87,89,93
91,91,75,95
16,16,10,10
86,40,40,99
58,58,89,13
89,89,45,84
97,38,38,38
83,57,57,57
72,72,93,93
85,85,12,49
41,16,16,16
3,19,19,19
20,20,25,20
10,10,63,63
74,74,45,63
49,49,93,72
63,18,18,18
91,91,1,91
56,56,59,59
92,92,70,92
19,19,51,34
64,14,14,14
28,28,18,28
11,28,28,80
41,41,67,41
81,81,13,13
90,90,66,75
89,89,90,89
86,86,40,40
22,79,79,79
41,41,63,78
50,64,64,64
27,27,93,93
87,87,3,22
21,21,3,89
34,34,91,1
36,36,96,36
90,90,13,90
94,94,40,94
71,71,96,60
31,66,66,66
62,62,33,1
95,95,72,95
33,33,96,96
38,38,51,19
95,95,72,95
41,41,14,14
24,24,7,24
89,89,66,89
15,15,59,55
81,81,90,90
8,8,89,89
48,48,78,48
30,30,95,95
52,52,18,47
79,79,36,79
20,20,47,25
68,68,90,90
16,16,9,16
78,78,90,90
45,45,16,70
31,31,38,15
66,2,2,2
52,52,33,52
43,43,96,43
20,20,5,20
98,98,42,98
24,24,74,24
71,71,73,73
49,49,3,31
44,1,1,1
46,97,97,97
62,84,84,84
22,39,39,39
11,11,59,2
89,89,18,89
99,78,78,78
73,27,27,27
26,26,45,26
53,53,82,57
10,10,78,10
41,41,89,89
12,12,10,13
2,2,11,11
4,4,11,4
39,39,93,1
19,19,34,34
56,56,59,96
74,74,63,63
79,79,18,18
73,32,32,32
46,46,98,98
3,66,66,66
22,22,27,27
6,6,78,79
59,56,56,56
54,14,14,14
87,87,10,87
2,26,26,26
87,87,16,94
49,49,33,49
91,91,27,18
37,37,33,12
53,53,33,84
51,51,59,18
7,7,26,7
99,99,39,99
13,13,73,58
25,84,84,84
66,66,97,97
80,80,11,80
22,76,76,76
73,67,67,67
83,62,62,62
14,14,1,1
42,42,44,66
86,86,44,25
22,22,10,10
90,90,25,90
74,78,78,78
24,24,18,57
84,84,78,16
91,69,69,69
97,97,88,97
88,34,34,34
4,4,59,4
26,26,45,26
22,22,26,22
19,19,97,97
67,67,14,14
73,67,67,67
84,85,85,85
98,98,78,99
6,6,82,82
35,31,31,96
29,29,15,15
51,51,33,80
59,29,29,29
62,62,92,92
60,60,82,60
68,68,39,60
44,38,38,38
83,83,10,10
0,57,57,57
41,41,96,41
90,90,33,81
48,48,90,90
82,82,6,6
67,67,73,99
28,10,10,10
28,28,2,40
71,71,23,71
79,79,44,79
43,43,88,88
17,49,49,49
5,5,89,94
17,17,37,17
7,7,93,93
84,84,13,5
57,57,0,57
27,27,96,99
57,57,0,0
68,68,33,68
26,26,41,26
59,59,47,59
4,4,45,74
87,87,85,94
99,99,1,22
3,3,63,63
66,66,84,66
38,38,34,44
15,15,57,57
75,75,91,55
20,20,78,84
47,47,19,47
0,0,82,57
14,14,74,74
85,99,99,99
62,62,47,62
55,67,67,67
63,63,93,4
69,69,44,76
3,3,18,74
77,73,73,73
73,73,95,10
38,38,34,34
59,63,63,63
52,52,47,47
84,76,76,76
37,37,16,37
60,60,39,71
21,21,46,46
96,47,47,47
68,12,12,12
16,16,88,84
19,19,38,38
40,40,42,57
70,70,62,92
61,61,10,10
10,10,96,51
57,57,27,57
81,81,37,37
68,68,11,12
12,33,33,33
10,84,84,84
38,38,45,34
10,10,78,61
47,47,78,29
76,76,39,76
11,11,78,46
72,72,71,55
23,23,93,30
1,1,44,44
14,3,3,3
31,31,76,31
30,30,45,76
93,77,77,51
54,54,70,70
9,9,11,9
15,15,19,15
2,2,54,2
26,45,45,45
65,77,77,77
32,32,91,91
12,12,33,17
58,58,44,58
73,73,67,67
76,76,59,76
95,95,30,95
67,67,39,67
95,95,55,95
26,26,78,84
92,70,70,70
47,47,78,78
84,93,93,63
29,29,42,34
51,51,77,51
44,44,27,99
45,45,8,9
60,60,96,60
34,34,3,34
97,97,23,97
1,1,63,91
93,97,97,97
97,31,31,31
19,43,43,43
19,38,38,38
92,62,62,62
69,35,35,35
65,55,55,55
95,95,39,30
78,78,42,44
5,5,44,63
34,65,65,65
76,76,54,49
25,84,84,84
50,50,39,74
30,30,93,95
69,69,67,23
59,59,96,96
34,34,78,42
77,4,4,4
46,46,11,11
66,66,64,66
31,31,3,3
73,73,93,95
87,87,85,86
90,90,33,35
18,18,59,18
6,79,79,79
38,38,55,55
81,81,89,89
25,25,44,20
81,90,90,90
64,66,66,66
70,70,83,83
37,37,17,17
76,76,67,76
31,31,51,19
0,0,10,0
90,90,81,81
32,1,1,1
5,5,25,5
56,37,37,37
41,41,24,41
80,80,27,50
5,5,44,5
52,59,59,59
51,66,66,66
25,25,5,25
20,98,98,98
61,10,10,10
98,98,27,55
20,20,16,20
32,67,67,67
35,35,78,98
5,25,25,93
72,55,55,80
61,61,10,61
43,43,26,26
58,58,41,58
36,36,33,72
99,99,61,99
60,60,33,60
70,70,92,92
38,34,34,34
59,59,96,96
26,95,95,95
56,56,73,59
78,99,99,99
83,83,45,83
23,23,67,23
52,96,96,96
32,32,74,32
54,54,70,92
33,33,82,33
61,61,10,10
49,49,33,31
53,53,0,0
15,15,19,15
50,50,74,74
3,3,34,3
12,12,29,69
86,86,72,72
55,3,3,3
58,58,89,58
5,5,89,89
30,30,95,95
26,44,44,44
10,25,25,25
0,61,61,61
11,34,34,34
9,45,45,45
33,33,63,31
53,53,62,53
33,33,45,45
94,94,42,94
46,46,97,11
99,99,45,99
34,34,44,43
1,1,45,1
17,17,54,69
63,63,74,74
69,71,71,71
66,66,75,66
37,37,14,12
67,67,93,67
40,40,54,9
93,72,72,72
24,24,45,24
82,82,6,6
23,23,33,23
30,30,91,73
66,66,75,66
30,30,67,67
11,11,2,2
11,11,47,2
94,94,18,80
88,88,42,88
37,97,97,3
29,88,88,88
46,46,25,98
95,95,18,95
54,54,33,54
41,41,72,41
6,6,3,82
19,19,24,45
22,22,93,61
3,3,7,75
32,32,93,75
55,55,93,15
53,53,47,53
72,72,98,72
33,33,92,96
20,20,12,20
63,63,26,93
12,12,72,76
64,64,93,93
23,23,63,80
22,10,10,10
75,75,85,75
8,8,40,46
33,96,96,96
66,66,75,66
55,55,18,74
72,72,27,72
73,73,91,91
84,84,45,45
13,13,81,85
96,96,33,33
65,65,34,34
22,22,61,16
0,0,39,0
19,19,90,41
80,42,42,42
23,23,67,67
85,89,89,89
68,68,18,18
86,86,40,86
37,37,17,17
81,68,68,68
35,35,11,46
98,10,10,78
8,8,2,79
23,23,39,71
76,76,73,69
74,74,63,72
89,89,33,89
60,60,33,60
69,69,63,63
96,52,52,49
32,32,63,11
29,29,93,93
64,64,63,65
9,9,10,40
16,16,28,24
0,0,26,0
74,80,80,80
17,17,37,37
54,54,44,57
62,62,63,62
6,93,93,93
34,34,42,34
65,55,55,55
8,12,12,12
46,8,8,8
67,67,63,67
53,53,51,53
23,60,60,60
78,78,99,78
61,61,10,10
26,26,45,45
64,64,90,29
25,25,19,25
70,70,62,62
96,96,47,47
67,67,93,93
22,22,86,86
45,78,78,78
65,37,37,84
96,96,63,63
79,79,11,79
23,23,49,49
76,76,11,76
26,45,45,45
57,39,39,39
16,87,87,87
64,64,27,78
34,34,63,29
82,82,6,82
66,66,97,97
83,83,7,83
72,27,27,27
71,71,33,23
9,16,16,16
60,60,63,71
35,2,2,2
43,43,50,50
29,29,31,29
93,72,72,72
58,58,13,41
94,40,40,40
5,5,25,25
83,83,12,83
92,62,62,62
26,26,93,93
39,39,33,39
86,86,88,86
93,63,63,63
16,16,7,66
85,85,81,85
27,27,34,55
76,76,75,76
89,89,90,90
42,42,96,33
18,18,33,18
14,14,18,14
4,74,74,74
73,67,67,67
71,23,23,23
20,20,84,20
20,8,8,8
16,9,9,9
51,51,50,50
88,88,64,43
5,5,84,84
25,25,10,10
64,65,65,65
59,59,90,27
77,77,26,26
22,22,57,22
3,2,2,77
68,68,18,12
28,28,44,10
44,44,42,79
13,13,90,90
73,73,67,73
98,35,35,35
52,52,47,47
44,72,72,72
99,99,4,99
17,49,49,49
31,31,75,19
50,50,45,62
87,87,16,5
44,44,78,78
85,85,90,85
58,58,41,58
57,9,9,9
45,45,92,45
28,94,94,94
5,5,63,25
11,11,2,2
81,81,90,81
46,46,2,2
67,73,73,73
96,96,47,47
69,69,74,80
19,84,84,84
55,72,72,72
75,75,51,14
31,31,56,21
97,97,12,21
66,4,4,4
51,84,84,84
71,71,27,27
29,29,65,9
4,63,63,63
89,89,33,33
99,75,75,75
67,67,33,67
39,39,7,39
52,47,47,47
59,59,33,59
12,45,45,45
96,96,33,33
16,13,13,13
36,36,63,63
64,64,36,64
27,29,29,29
81,81,41,41
37,37,10,12
11,2,2,2
85,85,17,85
50,97,97,97
35,70,70,70
78,78,99,99
6,54,54,54
72,67,67,67
70,70,45,14
74,74,45,7
42,42,6,6
0,0,10,0
41,41,75,41
39,39,18,39
87,87,16,16
80,80,27,27
44,44,93,26
47,47,25,17
95,95,93,95
10,10,93,93
21,21,35,21
63,63,33,63
55,55,44,21
69,12,12,12
20,20,78,20
85,85,34,44
78,41,41,41
23,23,33,33
13,13,89,89
92,92,33,51
98,35,35,35
84,84,19,84
75,75,19,75
10,10,45,45
4,4,63,50
52,52,33,59
55,55,91,74
61,61,93,61
89,89,15,15
57,57,78,57
50,74,74,78
42,42,33,19
40,26,26,14
91,91,45,32
88,88,42,42
73,2,2,2
49,49,1,1
20,20,84,20
2,35,35,35
16,16,50,16
26,45,45,45
91,91,32,91
88,88,16,88
85,85,90,89
28,28,95,28
27,27,78,78
83,83,6,53
54,54,6,54
65,65,59,57
71,71,77,40
77,77,6,6
13,13,58,58
56,56,27,27
76,76,77,69
37,37,17,17
3,64,64,64
72,72,3,3
63,66,66,43
46,46,2,46
75,75,33,33
90,90,49,85
26,26,63,26
60,60,13,82
49,49,18,27
50,50,63,50
15,15,96,49
2,11,11,11
78,78,99,99
94,94,16,86
86,86,9,9
25,25,47,5
11,2,2,2
13,13,90,90
4,4,80,72
40,57,57,41
47,59,59,59
44,44,63,44
90,90,96,90
95,95,12,95
78,18,18,18
7,7,78,44
78,90,90,90
39,25,25,25
40,24,24,82
69,69,23,76
72,72,54,95
64,38,38,38
47,47,96,96
60,60,33,68
78,78,66,66
36,36,82,36
75,75,19,19
36,36,63,64
82,82,62,82
88,88,34,43
38,38,44,44
36,36,63,36
81,81,16,81
72,72,18,21
50,66,66,66
2,2,45,84
52,96,96,96
68,68,33,68
44,39,39,39
6,6,24,24
53,53,77,53
56,56,59,56
32,63,63,63
46,89,89,89
34,34,42,34
83,83,45,57
74,74,4,4
19,15,15,35
43,38,38,38
77,4,4,4
87,87,33,94
26,26,29,29
63,63,42,55
5,25,25,24
79,79,82,82
85,89,89,89
38,38,65,55
80,64,64,64
59,59,56,59
5,5,44,5
73,67,67,67
32,32,78,32
15,15,14,14
24,24,72,46
93,77,77,77
2,2,62,70
88,88,42,42
49,49,23,49
11,2,2,2
38,38,29,29
62,62,47,54
7,7,9,7
6,6,45,45
61,61,10,61
27,27,74,74
5,5,12,20
41,41,35,41
37,84,84,12
10,10,44,84
43,43,42,42
69,23,23,23
21,21,7,21
73,73,18,95
68,68,5,90
88,88,42,42
10,16,16,16
65,65,77,65
4,50,50,50
47,96,96,96
59,59,47,59
20,20,25,20
35,26,26,26
2,70,70,35
88,88,42,88
83,45,45,45
72,10,10,10
4,27,27,27
3,4,4,4
60,60,39,60
82,82,62,82
61,61,32,61
68,68,60,68
92,92,82,62
22,62,62,70
84,84,5,5
87,87,33,5
32,67,67,67
91,91,1,91
38,34,34,34
36,36,93,36
9,9,35,9
63,63,93,63
57,83,83,83
50,50,63,63
97,79,79,79
27,42,42,42
34,80,80,80
69,69,93,24
1,1,32,67
82,82,92,92
13,13,93,37
84,16,16,16
15,15,29,15
97,55,55,55
22,22,78,22
27,33,33,33
18,18,93,93
79,79,44,24
98,98,93,46
74,74,93,72
97,97,42,42
13,84,84,84
78,27,27,27
88,88,33,82
98,2,2,2
78,78,18,18
5,5,63,12
4,4,78,38
17,17,37,17
60,60,96,96
44,44,45,44
69,19,19,19
53,53,82,53
37,37,90,90
82,82,62,82
44,44,29,44
3,21,21,98
24,7,7,7
27,27,66,75
6,6,45,14
38,38,65,65
35,46,46,46
21,21,78,21
0,0,26,0
16,65,65,65
84,84,44,84
11,11,22,11
41,58,58,58
98,57,57,57
89,89,90,90
99,99,44,44
31,31,29,29
46,46,88,88
68,68,33,68
47,47,59,52
47,52,52,52
11,11,78,51
95,95,72,95
70,70,47,62
23,71,71,71
58,58,13,13
50,64,64,64
27,27,44,44
8,8,6,48
47,96,96,96
27,27,45,3
3,3,45,15
68,68,39,68
53,53,1,62
34,51,51,51
68,68,33,68
96,96,8,59
53,83,83,83
19,19,45,15
70,70,0,70
21,21,35,21
90,90,89,58
11,11,78,2
21,21,59,3
4,50,50,50
1,1,33,23
53,53,45,53
29,29,77,6
93,93,95,95
14,14,18,14
91,91,73,91
71,71,23,23
88,88,42,42
98,35,35,35
89,89,41,89
27,27,93,44
71,71,39,71
64,64,27,80
94,94,16,94
61,61,45,22
20,20,84,84
83,83,78,83
3,31,31,66
38,74,74,74
99,99,39,99
5,5,44,25
11,11,93,46
84,10,10,10
88,88,78,78
6,6,24,24
67,67,78,55
5,5,39,95
31,31,42,31
65,65,66,66
59,96,96,96
30,30,95,30
97,97,66,66
64,35,35,35
46,46,11,11
22,22,16,22
51,51,14,63
25,84,84,26
18,18,45,3
78,78,27,78
56,8,8,8
88,6,6,6
24,24,74,24
5,5,77,25
22,22,16,16
15,15,74,38
67,67,39,99
15,15,29,15
2,5,5,5
60,23,23,23
41,41,40,41
11,35,35,97
70,70,92,92
76,76,17,17
81,13,13,19
89,89,78,9
24,85,85,85
30,30,73,73
50,50,45,36
0,0,47,47
75,75,93,75
63,65,65,65
9,9,45,54
36,36,47,36
20,20,84,20
7,7,45,24
74,74,50,50
24,24,45,24
73,73,95,30
32,67,67,67
35,35,42,98
82,82,62,62
87,87,63,25
31,31,18,3
14,14,33,18
73,73,33,71
47,96,96,33
65,57,57,57
77,77,33,80
51,97,97,97
61,61,10,10
30,73,73,73
32,46,46,46
66,55,55,55
29,29,42,29
97,97,42,42
16,16,82,16
0,0,67,0
82,82,93,67
43,43,18,80
23,23,45,32
89,89,81,89
9,9,25,84
16,16,72,40
68,68,67,67
2,35,35,35
45,71,71,71
44,44,93,29
23,23,1,73
38,38,65,65
56,9,9,12
40,40,93,40
35,35,98,98
73,85,85,85
0,0,63,0
88,88,11,97
23,49,49,49
7,7,62,62
42,88,88,88
77,57,57,51
9,46,46,46
35,98,98,98
96,96,33,33
83,83,62,83
94,94,64,64
3,3,93,7
90,90,37,90
75,75,27,66
38,27,27,27
14,14,51,44
71,71,8,60
36,36,27,80
3,19,19,19
78,78,8,66
21,21,90,3
13,13,90,90
48,16,16,16
83,0,0,0
50,50,44,44
79,79,27,79
55,72,72,67
33,33,76,33
21,21,64,21
60,60,18,60
8,8,11,8
84,84,33,37
92,54,54,54
6,6,45,97
51,33,33,33
25,20,20,20
27,27,63,55
86,86,75,86
27,44,44,44
8,8,39,48
21,46,46,46
12,12,81,12
44,44,45,93
75,75,66,66
27,27,74,74
50,50,27,63
80,80,93,80
54,54,6,6
94,94,16,16
48,48,41,48
41,41,72,41
53,53,1,40
14,14,10,14
55,72,72,72
53,57,57,57
12,12,81,85
7,79,79,79
46,46,35,2
95,95,73,73
38,38,35,95
67,67,73,73
0,0,10,0
72,72,95,55
11,11,35,2
27,27,18,18
1,7,7,7
73,67,67,67
25,25,18,5
47,47,52,52
42,23,23,23
75,75,27,9
81,81,72,13
69,69,63,51
10,66,66,66
24,7,7,7
87,87,47,12
35,46,46,46
69,69,63,9
86,39,39,39
59,12,12,12
84,84,88,3
63,63,96,96
86,87,87,12
23,63,63,63
82,82,89,82
14,14,82,14
10,16,16,16
26,26,45,45
62,54,54,54
6,6,44,27
10,10,93,84
17,17,42,17
76,76,59,59
56,56,18,71
63,63,18,27
85,85,81,85
99,99,40,99
64,38,38,38
7,24,24,24
42,42,43,43
24,24,7,24
13,13,42,58
6,6,82,6
37,37,90,37
16,16,10,16
33,37,37,37
48,48,14,48
44,44,96,44
80,63,63,63
19,19,41,19
82,82,62,82
46,46,86,86
33,33,96,23
31,31,45,64
86,86,7,86
59,71,71,71
3,3,78,66
9,9,16,9
57,57,67,57
54,46,46,51
43,43,42,34
35,35,11,11
93,93,26,26
62,62,70,70
88,88,42,88
64,27,27,27
78,78,27,27
45,26,26,26
36,36,18,50
1,1,10,10
43,43,42,42
34,34,36,34
71,71,39,71
87,87,42,94
39,39,76,76
18,18,78,18
57,57,14,57
67,67,73,73
4,4,33,80
73,30,30,30
41,41,48,41
76,76,11,46
73,72,72,72
43,43,88,88
94,94,82,94
25,37,37,37
63,98,98,98
71,71,39,60
15,15,26,33
52,52,47,47
38,38,45,50
30,30,93,91
64,50,50,50
30,49,49,49
23,23,33,71
35,11,11,11
74,74,6,6
36,36,44,50
76,76,72,76
96,96,47,47
17,17,44,37
31,43,43,43
76,76,12,76
88,88,22,22
3,50,50,50
63,63,42,63
2,2,63,46
77,77,24,26
49,49,33,49
92,92,70,70
17,17,33,37
80,97,97,97
89,6,6,6
3,3,47,96
88,88,14,88
26,26,32,26
41,41,24,41
79,79,96,79
32,32,33,9
62,45,45,45
55,8,8,8
20,20,5,5
98,98,78,78
26,26,45,26
17,17,67,17
1,1,78,1
32,57,57,57
43,43,45,64
85,85,33,33
72,63,63,63
59,59,47,52
24,24,7,24
13,13,37,37
31,31,35,64
14,18,18,18
42,42,44,66
40,41,41,41
33,33,16,16
20,20,25,20
68,68,18,71
23,23,93,93
62,54,54,54
24,24,6,24
55,72,72,72
10,84,84,84
22,22,61,61
70,70,47,70
79,79,26,26
73,73,72,95
45,45,26,26
84,84,5,5
9,9,34,69
70,92,92,92
96,52,52,52
97,97,66,66
33,49,49,49
67,30,30,30
21,97,97,97
90,90,33,81
62,70,70,70
57,57,45,55
25,25,18,85
54,54,75,54
69,69,75,40
40,0,0,0
41,41,33,25
93,93,74,74
9,9,81,9
83,26,26,26
7,6,6,63
25,20,20,20
13,58,58,58
90,90,85,90
16,16,84,84
12,12,39,30
48,48,26,48
50,50,44,74
37,37,17,37
49,49,35,49
60,60,24,68
36,36,33,65
37,37,56,56
39,39,33,39
65,3,3,3
91,91,44,91
70,45,45,45
90,90,1,1
99,79,79,79
10,61,61,99
4,4,78,80
21,21,93,55
48,48,8,48
36,36,67,67
31,31,42,43
66,66,78,66
5,45,45,45
92,92,61,61
93,69,69,69
60,25,25,63
50,78,78,78
93,93,63,32
28,18,18,18
49,49,45,49
32,32,11,32
79,79,23,79
98,98,35,78
86,86,39,86
30,30,39,73
64,63,63,63
18,66,66,66
44,44,78,78
13,89,89,89
99,99,73,73
27,27,33,74
69,57,57,74
87,87,78,87
6,6,35,6
22,22,78,39
50,50,63,50
90,90,13,13
71,49,49,49
20,86,86,0
91,91,1,27
90,90,77,90
71,71,23,60
49,49,33,49
42,42,14,42
57,57,10,57
20,20,35,25
63,63,93,27
67,67,73,73
12,76,76,76
91,91,44,91
39,39,49,23
20,44,44,44
73,30,30,30
52,52,96,96
69,69,11,95
56,56,12,56
10,28,28,95
51,26,26,26
44,35,35,35
62,92,92,92
62,82,82,82
43,43,33,3
30,30,93,95
6,18,18,18
99,99,30,99
35,34,34,34
79,79,38,79
35,32,32,32
9,9,33,40
20,20,18,95
79,79,40,28
15,19,19,19
87,87,25,87
37,37,12,12
20,20,35,69
60,60,39,60
33,33,76,33
67,74,74,74
92,14,14,14
73,0,0,51
88,88,27,27
38,55,55,55
90,90,81,90
70,70,62,70
77,77,45,57
84,84,45,37
16,16,10,16
18,18,78,78
80,38,38,38
51,51,92,92
42,42,44,80
68,68,45,68
18,4,4,4
24,7,7,7
19,55,55,55
6,6,18,18
57,83,83,83
21,21,42,95
42,42,88,88
39,39,25,39
10,61,61,61
20,20,39,84
9,86,86,86
4,4,63,55
51,77,77,77
1,1,27,1
14,14,44,14
53,53,33,53
7,7,93,93
60,60,39,12
53,53,62,53
90,81,81,81
43,43,33,36
62,62,70,62
38,34,34,34
76,76,40,76
84,84,34,84
46,31,31,80
32,32,11,32
54,54,45,92
34,38,38,38
29,43,43,43
65,65,72,10
72,72,26,26
65,14,14,14
10,40,40,86
25,25,18,91
7,7,14,7
48,48,62,41
90,90,58,58
94,94,82,94
42,74,74,72
4,67,67,93
55,74,74,74
99,44,44,44
68,68,10,37
6,6,14,14
24,24,78,32
82,82,6,82
43,43,33,42
71,49,49,23
31,31,38,15
75,75,78,78
26,45,45,45
49,49,23,12
98,98,64,35
25,25,84,84
62,6,6,6
73,91,91,91
2,35,35,35
81,81,42,25
99,99,39,99
11,11,35,35
31,31,3,31
82,82,92,82
56,56,33,56
3,3,31,31
88,4,4,4
62,62,70,62
8,8,46,8
73,67,67,67
20,20,84,20
44,44,93,68
80,55,55,55
89,89,45,89
0,0,53,53
23,23,96,23
16,16,9,16
96,96,33,59
24,7,7,29
26,26,44,44
93,97,97,97
6,6,78,51
53,53,1,53
93,93,78,78
19,19,96,38
49,49,33,33
11,2,2,2
45,33,33,33
27,27,63,44
26,66,66,66
82,82,18,57
84,84,80,80
28,28,93,10
1,1,93,1
56,88,88,88
26,79,79,79
57,57,63,67
60,60,23,60
18,65,65,65
55,78,78,78
71,23,23,23
56,56,59,56
47,52,52,52
21,21,93,55
36,36,93,64
9,9,5,9
41,41,89,27
24,24,7,7
75,75,14,75
5,5,33,5
32,32,11,32
12,12,17,69
57,57,39,57
84,84,39,37
76,76,93,76
65,65,14,14
12,12,33,71
21,21,78,3
23,23,33,73
76,76,59,76
29,29,97,29
57,57,18,0
75,75,7,7
32,32,67,32
25,25,16,16
96,96,59,52
56,56,59,59
49,49,33,69
8,8,78,78
19,46,46,46
98,30,30,30
39,39,99,44
71,71,18,71
46,46,42,98
3,3,15,65
41,18,18,18
64,65,65,65
37,37,24,90
8,8,48,8
13,13,81,13
99,78,78,78
31,29,29,29
35,11,11,11
52,52,77,96
73,73,91,67
89,89,8,8
2,2,63,2
54,54,6,18
97,42,42,42
73,73,39,71
